target_pkg,confuser_pkgs
oslo.cache,cache
flufl.lock,lock
pyjokes,pyjoker;pyjones;phjokes;pjokes
ipython-sql,sql;ipython-cql
mt-940,mt940;mt
sysv-ipc,ipc
djangorestframework-recursive,recursive
logutils,zogutils;logutil;loutils;blogutils;log-utils
frontend,sas-frontend;leap-frontend;frontend-assets;natural-frontend;react-frontend;ch-frontend;pyfrontend;gdbfrontend;fps-frontend;wgfrontend;core-frontend;ramp-frontend;knx-frontend;django-frontend;pyramid-frontend
flake8-fixme,fixme
shodan,shodanfinder;kube-shodan;frshodan;shodanx
onnx-simplifier,simplifier
assemblyline,assemblyline-client
seqio,seqiolib;reqio;eqio;fastseqio;seq-io
edx-enterprise,edx-enterprise-data;enterprise
databricks-dbapi,dbapi
osprofiler,sprofiler;osprofile
types-aiobotocore-ses,types-aiobotocore-sms;types-aiobotocore-es
pkg-about,pkg;about
multiurl,django-multiurl
sym,sxm;stym;ym;xym;stm;swm;sm;sfm;nym;svm;symd;sdm;som;vym;fym;s2m;spym;syms;sy;skm;slm;jym;syz;tym;ssm;psym;bsym;eym;sam;syp;syml;qym;spm;pym;sbm;smm;sem;syn
pulp-deb-client,pulp-deb
django-q2,django-qd;django-qa;django-b2;q2;django-qc;django-qr
hcl,gcl;hcml;dcl;xcl;hc;ecl;ocl;acl;hcm;hcr;mcl;hdl;qcl;jcl;ycl;rcl;fcl;hgl;hcbl;ncl;hjl;hel;hxl;htl;hl;hlc;hci;ucl;wcl;hcs;hcli;cl;icl;kcl;hca;bcl;hycl;pcl
pylsp-mypy,pyls-mypy
atproto,chatproto;atprototools;mtproto;atprotocol;ttproto;pyatproto
tap-gladly,tap
gruut-lang-es,gruut-lang-cs
tap-aftership,aftership;tap
frosted,froster
tgi,tmi;tgt;ggi;tgui;tgo;tti;tgio;tfi;tgx;tgz;tgw;tgc;dgi;egi;tgs;agi;tci;tgb;tai;tgim;tri;tli;tgit;tgf;tgp;twi;tg;tui;tgh;tge;tgr;toi;tgif;tig;tgm;tpi;tdi;sgi;xgi;ti
pyts,pyst;pytp;pyos;pyxs;pyss;pydts;pylts;pyuts;pyhts;pytb;pyts2;pynts;pytv;pytsm;pytsa;pyes;pyti;pytsg;pytf;py2ts;pytos;pybts;ppts;pytu;pyks;pysts;pytus;pyth;pyt;pyws;pyis;pits;pytjs;pytss;puts;pets;pytsp;pyots;pyt2s;pytl;pytk;prts;pyls;pyns;pyps;pytsv;pytxs;pytis;pcts;pycs;py4s;pats;pyvts;pyms;pytx;pyt6;yts;pyyts;pytw;pytc;pytg;pyqs;pytq;pybs;pytcs;pyto;pyfs;pys;pytm;pytse;pytt;pytn;pyta;pyus;pyds;byts;pyas;pytr
dsnparse,dsparse;dsnparse3;dsnparser
dash-auth,auth;dash-auth0
sparse-dot-topn,sparse-dot
pipe,openpipe;pipedown;pipe-fn;pipepal;metapipe;wpipe;pipelane;bagpipe;minipipe;modpipe;strpipe;covpipe;pipetest;pipl;fpipe;dapipe;zpipe;litepipe;linpipe;piperna;gitpipe;piper;pipetool;lwpipe;pipeml;ginpipe;gempipe;dbpipe;dry-pipe;unipipe;pipr;pipeto;pipq;pipecash;monapipe;pipel;tipe;devpipe;bqpipe;webpipe;firepipe;backpipe;pipebook;pine;rxpipe;pipse;restpipe;pipelime;socpipe;tinypipe;pjpipe;lpipe;nlppipe;dvpipe;pipefunc;pipemake;stdpipe;pipecv;pipevcr;pipeable;skypipe;opspipe;docpipe;pipeclip;genpipe;pdfpipe;kapipe;pspipe;repipe;pipo;expipe;timepipe;ppipe;mospipe;pipekml;subpipe;piped;easypipe;redpipe;picopipe;dmpipe;pipedata;pipefun;pipje;pipeln;talkpipe;pipf;pixe;preppipe;tailpipe;pipme;textpipe;ippe;pipw;qpipe;pipectl;pipoe;pipet;pipecat;cpipe;cmpipe;jpipe;aiopipe;wepipe;datapipe;s3pipe;pipp;thepipe;pipefish;hashpipe;pilpe;rpipe;rtpipe;newspipe;libpipe;pipegen;pipebio;pipely;benpipe;bpipe;pige;pipedocs;mvpipe;mlpipe;jlpipe;pipenlp;pipeop;rawpipe;sqlpipe;langpipe;pipeflow;grpipe;img-pipe;ctapipe;pgpipe;pipedi;dspipe;mpipe;nextpipe;pipe-api;pipeup;compipe;nosepipe;pibe;pipa;pipelite;polypipe;jsonpipe;piep;pipenode;ripe;nlpipe;qipipe;pipeit;pyrpipe;pipm;funcpipe;pipeconf;pipecli;ironpipe;autopipe;neopipe;minpipe;pile;pipegls;sshpipe;sbpipe;halfpipe;funpipe;dagpipe;pipen;pive;pipepy;pape;seqpipe;pide;pipeyaml;pipetree;biopipe;pipemesh;vipe;pipelit;aes-pipe;raypipe;flypipe;msgpipe;sipe;flowpipe;zipe;pipe21;pipey;pipext;pipez;api-pipe;pipeline;pipestat;svgpipe;pire;rfpipe;pdpipe;pipeish;tabpipe;finepipe;flexpipe;typipe;pipedash;procpipe;pipi;pipd;iopipe;pike;yunpipe;apipe;aio-pipe;rzpipe;blowpipe;pip6;ppe;warppipe;pipebit;pipelib;sspipe;dynapipe;numpipe;piperdf;pipz;kpipe;seapipe;pipelog;stpipe;sns-pipe;pipeplot;gpipe;minapipe;ezpipe;pipekit;mopipe
sdcclient,scclient;sccclient;sdvclient
aliyun-python-sdk-cms,aliyun-python-sdk-ccs;aliyun-python-sdk;aliyun-python-sdk-cas;aliyun-python-sdk-cams;aliyun-python-sdk-oms;aliyun-python-sdk-ims
retina-face,retina;retinaface
islpy,wslpy;slpy;isspy;iscpy;dslpy;ispy;eslpy;ilpy;isopy;isypy
jupyterlab-lsp,lsp;jupyterlab-lsf
json-flatten,jsonflatten
river,gdriver;xdriver;aidriver;piver;riverbank;wiver;tedriver;riversim;riverapi;pwdriver;riverboard;riversand;driver;liver;fiver;deriver;rivertrace;snakeriver;riverqueue;jiver;deep-river;riker;multiriver;ddriver;git-river;river-core;raver;flaskriver;nodriver;hiver;fdriver;rivet;rever;eoriver;hanriver;rover;riverpy;rivertext;xmlriver;rivr;umdriver;diver
gekko,gekkota
dclab,dmlab;dalab;dplab;dlab;hclab;dhlab;rclab;dcclab;dylab;tclab
hubspot,hubspyt;source-hubspot;hubspot-python;hubspot-api;dj-hubspot;hubspot3;tap-hubspot;hubspot-conn
aliyun-python-sdk-slb,aliyun-python-sdk;aliyun-python-sdk-sls;aliyun-python-sdk-nlb;aliyun-python-sdk-alb
lusid-sdk,lusid
open5gsapi,open5gs-api
dataframe-image,dataframe-image-cn;dataframe-image-heroku
django-request-logging,django-requestlogging;django-request
awslogs,awslog
PyICU,pyico;pycu;pyice;pymcu;pyifu;pycicu;pyiku;pyicub
contentful,contentful-orm;flask-contentful;contentful-api;contextful;contentful.py
lazrs,lazr;lars
skops,shops;sops;skopi;smops;soops;syops;skopy;lkops;skopos;skips;spops
dynamo-json,dynamo
dbus-next,next
bluepy,bluepyopt;bluepymm;bluepysnap;bluepyentity;bluepy3;bigbluepy;bluepm;blepy;allbluepy;gluepy
gruut-lang-fr,gruut-lang-fa;gruut-lang-ar
visdom,visdm;wisdom
django-s3-storage,django-s3
yake,take;ake;yaket;yae;yape;yakh;yace;sake;nake;yoke;fake;yade;bake;yakt;jake;wake;yale;hake;cake;yafe;yakc;yaka;kake;yaks;rake;lake;yate;make
webdavclient3,webdavclient2;webdavclient
sqladmin,pyramid-sqladmin;sqladmin-async
streamlit-authenticator,streamlit-authenticator-mongo;streamlit-authenticator-sheets;authenticator
reacton,reactor;reacto;reaction
composites,composite
earthkit-data,data;earthkit
ncnn,npnn;ucnn;pcnn;icnn;ocnn;npcnn;scnn;mcnn;ncnc;nnn;ncon
toronado,coronado
powerbot-client,client
django-jsonfield,django-jsonfield2;django-jsonbfield;django-json-field
pytest-race,pytest-trace;pytest-rage;race
pyecore,pyjcore;pyscore;pyqcore;pycore
pytest-cache,cache
pylzma,pylzmat
odo,oda;qdo;ido;oo;edo;frodo;ordo;odr;plodo;odbo;antodo;seodo;comodo;odp;tdo;sdo;oso;odf;ozo;ono;odn;do;mdo;shodo;opo;bodo;oqo;ods;jodo;getodo;oko;owdo;komodo;codo;ouo;cdo;udo;oxo;odori;ofo;apodo;odc;odio;dodo;odd;twodo;omo;odor;oco;oro;rdo;oeo;kamodo;doo;mocodo;ood;oao;owo;modo;odorik;pytodo;donodo;godo;oho;olo;odl;aiodo;bioodo;ctodo;todo;odm;ojo;ogo;prodo;tomodo;ado;gtodo;btodo;xdo;potodo;gdo
zhon,ghon;zhou;zhot;thon;dhon;zson;zon;zion
aliyun-python-sdk-cdn,aliyun-python-sdk-scdn;aliyun-python-sdk;aliyun-python-sdk-dcdn;aliyun-python-sdk-cbn
huey,hue;huex;hued;huefy;hueyx;hues;huepy
clip-anytorch,mclip-anytorch;clip
exhale,exhal
nanolog,nanologger;django-nanolog;nanologic;nanolog-parser
parquet,parquest;parqet;parquet-py
django-heroku,heroku
punq,funq;punt;puq;unq;bunq;pynq;pinq;punc;pubq;pnq;punk;punx;puni
pubnub,pubsub;pubpub
dynamic-yaml,dynamic
pysigma,p3sigma;steam-pysigma;ipysigma;pysigmap;pynigma
nonebot2,nonebot
geolib,geolab;gemlib;geolibs;geo-lib;leolib;eolib;geolia;gdolib;genlib;seolib;golib
pulumi-azure-native,pulumi-azure
uharfbuzz,vharfbuzz
django-jinja,django-jinja2
einx,ein;eink;jinx;eirx;linx;minx;binx;eins
pytest-testrail,pytest-testrail2;testrail
blaze,blade;blazeit;torchblaze;blazerz;blazectl;glaze;laze;emblaze;ablaze;blaz;blase;blazee;blazelock;blazer;pyblaze;blaze-net;blazekit;backblaze;weblaze;devblaze;verblaze;tlaze;blaze2
pyswarm,pyswarming;pyswarms
fiddle,filddle;riddle;cfiddle;fidle;middle;fiddler
pygrok,pygrow;pgrok;pygros;py3grok
Theano,extheano;theano-hf
Lazify,klazify
compel,compyl;compml;compal
honeycomb-beeline,beeline;honeycomb
stop-words,stop;words;stopwords
django-flags,django-flag;flags
cirq-ionq,ionq
kiss-headers,kiss
lidipy,solidipy
alt-profanity-check,profanity-check
prince,princeapi;massprince;princo;princeton;prince-cr;pyprince;princess
harfile,sarfile
pyperf,pyperp;pyerf;pypers;pynerf;pysperf;yyperf;pyperi;pyperm;pypref;pyperfmon;pyprf;pypef;pyperf-test;pyperf2;pgperf
intel-cmplr-lib-rt,intel-cmplr-lic-rt
conda-pack,condapack
asgarde,asgard
tutor,sktutor;tator;pytutor;gitutor;tutorgym;nbtutor;tutor-lts;tutor-mfe;tutormagic;mytutor;ostutor;ml-tutor
tlds,tods;tldb;mlds;tldp;thds;tlfs;tsds;tdds;tads;rlds;ilds;tldr;tfds;lds
perscache,percache
korean-romanizer,korean
vegafusion-python-embed,vegafusion-python
recurly,gc-recurly;source-recurly;tap-recurly;django-recurly;wirecurly
colcon-ros,colcon-ros-cargo;ros;colcon-ros-bundle
earthkit-meteo,earthkit;meteo
github-action-utils,github-actions-utils
throttler,throttled;throttle
pgdb,pgb;bgdb;zpgdb;pygdb;podb;ngdb;pmdb;mgdb;pidb;pvdb;pddb;psdb;pg-db;pgdbpy;ptdb;pgdf;hgdb;pgqb
aws-cdk.aws-neptune-alpha,aws-cdk-aws-neptune-alpha;aws-cdk.aws-neptune
earthkit-geo,earthkit
promptflow,promptflow-parallel;promptflow-gui;promptflow-sdk
wired,wiredflow;wiredtiger;autowired;wiredcalc;tired;wiredify;wiredsense;wired-tts;wires
urdf-parser-py,urdfpy
zxing-cpp,zxing;cpp
django-permissions-policy,django-permissions
jump-consistent-hash,jumphash;consistent-hash
OpenVisus,openvisuspy
ansible-vault,vault
githubpy,github;github.py;githuby
Flask-Log-Request-ID,log-request-id
oslo.metrics,metrics
ax-platform,ax
pycuda,pycoda;pycda;pycudd;pyquda;pykuda;pyuda;pycuga
blockdiag,blockdiaglite;blockdiag-yandex;blockdiagram;markdown-blockdiag
strongtyping,strongtyping-modules;strong-typing
mteb,mte;mtsb;teb;mtb;zteb
piecewise-regression,regression;piecewise
vegafusion,vegafusion-server;vegafusion-dash;vegafusion-python;panel-vegafusion;vegafusion-panel;vegafusion-jupyter
pymorphy2,pymorphy
dedupe,deduce;deduper;dedupy;dedup;ssdedupe;dedupe-fh;csvdedupe;bib-dedupe;pgdedupe
TA-Lib,tm-lib;taplib;bta-lib;tazlib
cx-Logging,cs-logging;cd-logging;tx-logging;cx;cw-logging
psqlpy,psql2py;psplpy;sqlpy
browser-cookie3,browser-cookies3;browser
fold-to-ascii,to-ascii
fractal-specifications,fractal
allennlp,allennlp-utils;allennlp-hydra;allennlp-server;allennlp-light;allennlp-models
lab-orchestrator-lib-auth,lab-orchestrator-lib
hgtools,hytools;hgstools;kgtools;hitools;hugtools;fgtools;ggtools;pgtools;hmtools;hwtools;igtools;hrtools;zgtools;hktools;httools;cgtools;ngtools;hdtools;dgtools;h2tools;hotools;hftools;hbtools;htools;sgtools;ghtools;bgtools
seeq-spy,spy
mosaicml-streaming,streaming;mosaicml
pymorphy2-dicts-ru,pymorphy2-dicts
aliyun-python-sdk-cs,aliyun-python-sdk-csb;aliyun-python-sdk-ocs;aliyun-python-sdk-cf;aliyun-python-sdk-acs;aliyun-python-sdk;aliyun-python-sdk-cas;aliyun-python-sdk-cr;aliyun-python-sdk-ccs;aliyun-python-sdk-vcs;aliyun-python-sdk-vs
django-tailwind,tailwind
mkdir-p,p;mkdir
assemblyline-v4-service,assemblyline-v3-service
crlibm,crlib
mda-xdrlib,mda
ansible-builder,builder
keystone-engine,keystone
bigtree,biotree;bigtree-config;bigtree-sso;bigtree-api;figtree;bigtree-log
aspose-cells,aspose-cells-python;cells
redfish,redish;readfish;reddish
pyexcel-xls,xls
MeUtils,mmeutils;eutils;msutils;emutils;deutils;medutils;seutils;mwutils;mtutils;mcutils;mputils;myutils;mzutils;mlutils;mutils;eeutils;reutils;peutils;muutils
requests-async,async
LinkChecker,linkcheckerjs;link-checker;wagtail-linkchecker;rdf-linkchecker
grin,grim;grig;gri;grin3;grip;gris;gron;gain;gwin;grit;rin;grind;gril;gin;gtin;gbin;glin;grun;grina;grid;grinpy;gran;prin;grain
pysym,pyspm;pysvm;pysem;pysum;pysyt;pysom;pysim;pysymstat;pysyn;pysy;pystm;pysmm;pysymlog;pysyd;psym;pyshm;pygym;pysfm;posym;pysxm;pyssm;pymsym
lakefs-client,client;lakefs
gower,power;tower;gowerline;sower;rower;bower
polygon-geohasher,polygon;geohasher
ara,mra;potara;aia;araste;arc;payara;novara;hopara;klara;tara;aja;cara;aria;aca;arang;aram;aura;arta;arca;aira;arf;arable;nara;datara;gra;chara;ora;ard;madara;namara;are;flara;arango;codara;bara;arya;osara;ohara;capara;aqa;arx;a9a;fra;aru;arat;raa;aha;opara;sara;arb;awa;abra;quara;arda;mara;camara;kiara;ava;sra;cra;lunara;pra;koara;arr;kaara;takara;ra;aza;aka;arka;arsa;aar;a2a;arn;aga;arv;yara;arpa;plyara;area;asa;aoa;tiara;aea;araali;arasea;elara;aba;aya;ark;lynara;arp;bakara;a4a;aray;ira;acra;arac;ar;ari;arara;ana;katara;clara;arl;arh;era;arg;ama;aradf
pytket,pytket-quest;pytket-azure;pycket
utilmy,utilpy
keyphrase-vectorizers,vectorizers
tracery,tracera;tracerr;tracer;tracers;tracepy;tracery3;tracely
requests-auth,auth;requests-mauth
fleep,fleeb;fleek;flee;fleet;fleen;bleep
mssql-cli,mssql;mssqlcli;mysql-cli
salesforce-cdp-connector,cdp-connector
unicon,unicontent;unicoin;unicron;uniconfig;pyunicon;unicov;unicor;uniton
fastapi-limiter,limiter
TikTokApi,tiktokapipy;taktokapi;tiktok-api
cirq-aqt,aqt
mozlog,molog;moelog;mozloc;modlog
assemblyline-ui,ui
should-dsl,should
aesara,aksara
load-dotenv,load
django-unfold,unfold
chdb,ckdb;chb;hdb;chdp;chdf;chd;cqdb;codb;cjdb;cddb;csdb;crdb;cdb
mailer,oc-mailer;mailersend;rssmailer;echo-mailer;mailer3;bpmailer;cryptomailer;minimailer;chi-mailer;mmailer;rick-mailer;mailez;mailers;cli-mailer;makomailer;gmailer;mailerpy;py3mailer;quick-mailer;cert-mailer;mainer;djmailer;automailer;dotmailer;easy-mailer;xmailer;dsc-mailer;rs-mailer;ease-mailer;mailem;airmailer;mailert;certmailer;nailer;a8mailer;htmailer;enmailer;azmailer;temailer;mailerlite
vessl,vessel;vesslflow;vissl;ressl
adbutils,advutils;idbutils;adbutils-async;adbutils-wrapper;adutils;abutils;adsutils;adb-utils;abdutils;xdbutils;adbutil
logdna,logana;logsna
yourbase,allyourbase
horovod,nvidia-horovod
dask-ml,dask-ms;dasy-ml
simple-di,simple-ci;simple-db;simple-pi;simple-id;simple-hi;di;simpledi
whitebox,whitebox-sdk;whiteboxml;whiteboxlayer
MDAnalysis,sdanalysis
mosaicml-cli,mosaicml
mkl-include,include
pgcopy,pgcopyinsert;pacopy;picopy
sqlalchemy-citext,citext
pycel,pyccel;pyceg;pyce3;pycql;pygel;pypel;pycelium;pyc3l;pycellid;pyrcel;pyctl;pyccl;pycml;pycev;pycdl;pycell;pydel;pycelle;pyxcel;pydcel;pycol;pytel;pyecl;pyrel;pycef;pycep;pycells;pycea;pyceo;pycel-x;pymcel;pycl;pycle;pyce
lookml,lookmlint;lookml-tools;lookml-gen;tap-lookml
onnx2torch,onnx2torch2
mslex,mplex;jslex;islex;mlex;oslex
niapy,piapy;ninpy;nbapy;nirpy;aiapy;nipy;naipy;siapy;liapy;diapy;nifpy;nippy;viapy;biapy;niupy;napy;nia;niapi;eiapy
colcon-output,output
sec-api,sec;sdc-api;iec-api;swc-api;sen-api;sec-ai;api;secapi
colcon-notification,notification
click-completion,completion
ovos-utils,ovds-utils
pypiserver,pypi-server;pypmserver
tencentcloud-sdk-python-ba,tencentcloud-sdk-python-bh;tencentcloud-sdk-python-bma;tencentcloud-sdk-python-ca;tencentcloud-sdk-python-bi
semantic-router,semantic;router
aiohttp-session,mw-aiohttp-session;aiohttp-session-ws;aiohttp-session-file;aiohttp-session-mongo;aiohttp-session-flash
django-statsd,django-statsy;django-stats2
poster3,poster;postera
ci,yi;ce;si;cr;c6;c4;cri;hci;ch;ck;wi;nci;cj;cit;cl;cy;c;pci;cie;ri;cpi;tci;cn;ci-py;cp;cin;cv;co;mci;cei;cvi;ici;c2;zi;cim;cx;fi;c5;ti;ii;cw;dci;cm;sci;i;cih;xi;c1;ct;cip;ji;ai;cu;cq;ei;cij;cb;mi;cid;cif;uci;li;ni;vi;chi;cib;coi;qi;cqi;cic;cc;cis;cf;ui;oi;aci;cci;di;vci
panoptes-client,client;panoptes
django-cache-url,django-cache
firebolt-sdk,firebolt
onnx2tf,onnx-tf
pyscard,pyshard;pydcard;pyscord
sb3-contrib,contrib;sb3
sphinx-immaterial,immaterial
pyscf,pybcf;pyocf;pysca;pyrcf;pyscfg;pyswf;pysc;pycf;pysgf;pystf;pysmf;pyscp;pysce;pyscc;pysc1;pyuscf;pyscd;pyspf;pyscr;pyscs;pyssf;pysch;pytcf;pysbf;pyfcf;pyecf;pysdf;pysf
resdata,re-data;refdata;redata;regdata
cyvcf2,cyvcf
pycadf,pycalf;py3adf;pycpdf;pycad;pyadf
cpm-kernels,cpm
textx,texts;text1;texty;texto;nextx
api-insee,api
colcon-defaults,defaults
dash-renderer,renderer
vermin,verman;verdin;vermon
itk-io,htk-io
dbnd-spark,spark;dbndspark
requests-flask-adapter,requests-flask;flask-adapter
s3urls,s3url
colcon-parallel-executor,parallel-executor
colcon-metadata,metadata
djhtml,dhtml
stempeg,stempel
colbert-ai,ai
aspy.refactor-imports,imports;aspy
mog-commons,commons;mog
museval,miseval
easy-enum,easy
passwordgenerator,passwordgeneratorpy;password-generator
streamlit-profiler,profiler
musdb,musdl;musib;musdk
jdatetime,jpdatetime;py2jdatetime;udatetime
vale,value;yale;vape;vole;tale;vkale;jale;vals;valve;valx;cale;vane;kale;vali;gale;val;valet;lale;vae
pystyle,pystylie;pystiyle;pistyle;pyastyle;pystyl;pystyleclean;pstyle
itk-core,itm-core
pysrt,pyirt;pysqrt;pyrst;pyart;pysvt;pysut;pysr;pysort;pysst;pystr;pyvrt;pysgt;pyprt;pyort;pysat;psrt;pysit;pyrt;py-srt;pysyt;pysrp;pystt;pygrt;pymrt;py-rt;pyst;pysrs
ezodf,ezodf2;ezoff
spyder,spyer;spader;spyder-vim;spy-der;pyder;scrapspyder;spydr;code-spyder;spydir;spydey;spydertop;spyderbi;key-spyder;bili-spyder;spyder-index;spyder-ml;cpyder
DatastreamPy,datastream
neverbounce-sdk,neverbounce
sdmetrics,symetrics;cdmetrics;stmetrics;ddmetrics
redis-om,redis-orm;om;pyredis-om
free-proxy,free;proxy;freeproxy
id,idi;hd;it;ik;vd;ipd;ad;cid;ld;td;ido;aid;idc;i6;idu;bid;jd;idx;ed;i0;ie;3d;iz;xd;idk;zd;idm;ij;idd;isd;d;did;2d;iw;yd;nd;igd;idr;md;ig;rd;wid;zid;qd;pd;i;icd;itd;iy;wd;gd;i8;izd;hid;iq;iu;kid;xid;di;ih;il;idz;iv;idt;ir;idf;idq;sd;ii;ix;fd;ib;tid;ud
setuptools-git-version,git-version
simhash,pysimhash;simdash;simhash-py
eight,eightvar;eight2;wight;eightest;eightbar;eight-ball;eightball;sight;tight;eightdad;light;stopeight;magiceight;eightid
pycapnp,pycapnp-async;pycapnp-wheels
pwntools,pnwtools;owntools;pntools;pwtools;pantools;pwdtools;pintools;pentools;psntools
get-docker-secret,getsecret
ipinfo,zipinfo;ppinfo;ip-info;ipinfopy;spinfo
pyrender,pygender;pyrander;hs-pyrender;pyreader;ptrender;pymender
bencode2,bencoder;bencoded;bencodex;bencode;bencode3
skyfield-data,data
session-info,session-info2
redash-toolbelt,toolbelt
livekit,lovekit;livekit-tools;livvkit
django-push-notifications,django-push
tfa-nightly,tff-nightly;tfq-nightly;tfra-nightly;tfa;nightly
rst2pdf,rss2pdf
clip-interrogator,clip;interrogator
django-maintenance-mode,django-maintenancemode;django-maintenance
stldecompose,stldecomposemod
reretry,rlretry
Mosek,moses;mosec
covid-shared,shared;covid
exa-py,exa;exampy;exo-py
scikit-ued,scikit-med;ued
dict-plus,plus;dictplus;dict
aws-cdk.aws-kinesisanalytics-flink-alpha,aws-cdk-aws-kinesisanalytics-flink-alpha;aws-cdk.aws-kinesisanalytics-flink
trainer,xztrainer;trainer-xy;restrainer;pdftrainer;trainerai;alpha-trainer;longtrainer;keras-trainer;nlu-trainer;strainer;defi-trainer;u-trainer;ai-trainer;crosstrainer;aistrainer;pytorchtrainer;rainer;yolotrainer;trainerbase;pt-trainer;typetrainer;pystrainer;torch-trainer;fai-trainer;math-trainer;nlptrainer;opustrainer;llama-trainer;trainer-loop;trainer-py;simpletrainer;trainerdex;motrainer;autrainer;trainner;ictrainer;mltrainer;deep-trainer;torchtrainer;golftrainer;esp-trainer;basetrainer;fancy-trainer;gmail-trainer;hometrainer;trailer;mini-trainer;enn-trainer;trainerlog;nn-trainer
pep562,pep582;pep362;pep567
sphinx-issues,issues
pandas-access,pandasaccess
pccm,pcdm;gccm;pcom;pcc;pccc;lccm;pycm;pfcm;nccm;ccm;pyccm;pcm;pccs;pccg;hpccm;pcmc
neo,awsneo;nem;nexo;neoml;eo;newo;npo;nepo;allneo;neopia;neofox;neosh;weo;teo;neodb;neuo;neos;nei;scaneo;nio;ieo;ngeo;neopdf;neonx;noo;nes;nep;meo;ner;neosca;neorg;neospy;neosv;ngo;pyneo;seo;nevo;neowg;reneo;n2o;neop;neogit;neohub;neso;ceneo;nezo;nego;nao;neoscr;oeo;neobee;neko;neox;neorl;nero;decneo;neosr;nef;ned;neolo;nco;neno;neon;leo;neopy;eno;nex;neo-python;lcneo;neoapi;eeo;twneo
elasticsearch5,elasticsearch2;elasticsearch1;elasticsearch9
neptune-fetcher,fetcher
pyinterval,pynterval;pyintervals
eks-token,eks
OdooRPC,odoorpc-stubs;aio-odoorpc
qemu.qmp,qmp;qemu
xpress,xdress;xpresso;press
myhdl,pyhdl;myvdl
clang-tidy,clangd-tidy
cwrap,emcwrap;nwrap;uncwrap;ckwrap;rwrap;jwrap;funcwrap;nacwrap;fwrap;mwrap;pacwrap;syncwrap;ctwrap;wrap;bwrap;crap
ccimport,cimport
apysc,pysc;apys
random2,randoms
tiledb,tiledb-cli;tiledbarray;filedb;tiled;tiledb-cf;tiledbsc;tiledb-ml;tiledb-cloud
podcastparser,podcast-parser
matplotlib-venn,venn
ctgan,tgan;ctganenn;ctgen
arm-pyart,pyart
public,publica;publib
fireworks-ai,ai
rasa-core,asa-core
ai21,ai2e;ai2d;ai71
pyrabbit,myrabbit;pyribbit;pyrabbit2;pyrabbitmq;pyprabbit;pygrabbit
xpinyin,ppinyin;ypinyin;pinyin;cpinyin
py-memoize,memoize;python-memoize
python-must,must;python-lust
kthread,taskthread;xthread;thread;lthread;kthread-sleep;kthreading;vthread;bthread;tkthread;k3thread;cthread
robotframework-sudslibrary-aljcalandra,robotframework-sudslibrary
qianfan,qianyan
jsoncsv,jsoncsvtxt;json2csv
itk-numerics,numerics
Sift,vlsift;sitt;skift;pysift;cift;siftpy;sft;sitf;sif;uwsift;silt;skft;dift;syft;aift;sifr;siftlog;lift;siftapi;pepsift;siat;logsift;siot;sdft;sifts;gift;sifter;swft;siht;spft;datasift;sift-sc;saft;sint;samsift;sifty;sfft;stift;swift;stft
django-redis-cache,redis-cache;django-rediscache
dynamodb-encryption-sdk,dynamodbencryptionsdk;dynamodb-encryption
fsd,fs1;fbd;fst;ksd;fsds;fed;msd;fso;fsu;f3d;hsd;fjd;ffd;fss;ftd;isd;fsc;fse;bsd;qsd;fsf;kfsd;csd;fsp;fsdf;tsd;fsx;ssd;fwd;fcd;osd;fvsd;jsd;asd;sfsd;fmd;fad;fpd;fs3;fs2;fsed;fsr;dsd;f-d;gsd;fgd;fds;sd;frd;psd;fsq;fd;lsd;fsdc
translate-toolkit,toolkit
taskflow,maskflow;tasksflow;askflow;taskflow-sdk;taskflowai;django-taskflow;talkflow;taskflows
urlpath,urlpathlib
pyquil,pyquip;pyquiz;pyqurl
whois,whyis;whois14;whoiser;qwhois;jhwhois;whois21;whoisbuild;whoisxml;py-whois;whois-api;whois11;kewhois;whois-pypi;whoispy;io-whois;whoiswho;asyncwhois;pod-whois;whodis;whoisrecon;whoisp;whoishome;cwhois;dwhois;pa-whois;pywhois;p2whois;aiowhois;allwhois;whoi;whois-alt;whois-vu;whoisit
cs,acs;ce;rs;cso;cws;ps;cr;c6;c4;csm;ch;zcs;cst;ck;ocs;cj;cas;csh;cl;vcs;bcs;cy;ns;c;csa;hs;ms;ys;cns;cn;ecs;csj;cp;cv;cs1;co;ks;as;chs;c2;cx;fcs;c5;ncs;ss;rcs;cw;cfs;csd;csb;cm;csp;c3s;c1;xcs;hcs;ccs;ct;js;cbs;cu;cq;mcs;ucs;cb;csc;qcs;csf;ts;ds;gs;cgs;css;csu;csw;cc;cis;cf;es;csx;qs;zs;cms;tcs;dcs;cspy;crs
aiodebug,aidebug
strsim,starsim;strsim-2;pystrsim;stosim
unix-ar,unix-at;unix;ar
mgzip,mgzip2;bgzip
mparticle,particle
compas,compos;compai;compal;co2mpas;compass;comps;compars;compfs
crazy-thursday,crazy;thursday
pytest-raises,raises
tinybird-cdk,cdk
md2py,d2py;fd2py;mdwpy;mdmpy;m2py;mdapy;mdpy;mdspy;md.py
basemap-data,data
MAPIE,apie;maple;magpie;mapi;mapieng;mypie;malie;mappie;macpie;mapio
nuscenes-devkit,devkit
traceml,tracenl;trackml;traceme
Geode-Background,background
mjml,jml;mml;mjms;mbml;maml;myml;mpml;mrml;mnml;mkml;fjml;mqml
